Id,gen [kW],House overall [kW],Dishwasher [kW],Furnace 1 [kW],Furnace 2 [kW],Home office [kW],Fridge [kW],Wine cellar [kW],Garage door [kW],Kitchen 12 [kW],Kitchen 14 [kW],Kitchen 38 [kW],Barn [kW],Well [kW],Microwave [kW],Living room [kW],Solar [kW],temperature,icon,humidity,visibility,summary,apparentTemperature,pressure,windSpeed,cloudCover,windBearing,precipIntensity,dewPoint,precipProbability,class
1135,0.003316667,4.47355,0,0.019783333,0.072716667,0.042283333,0.603783333,0.007333333,0.01265,0.000616667,0.000616667,1.67E-05,0.0919,0.00105,0.004066667,0.099033333,0.003316667,32.87,partly-cloudy-night,0.7,8.06,Partly Cloudy,25.25,1013.62,9.14,0.44,273,0,24.1,0,1
1136,0.003316667,4.285133333,0,0.0582,0.0765,0.042033333,0.603233333,0.00735,0.0126,0.000583333,0.00065,0,0.036383333,0.001016667,0.004066667,0.099366667,0.003316667,32.87,partly-cloudy-night,0.7,8.06,Partly Cloudy,25.25,1013.62,9.14,0.44,273,0,24.1,0,1
1137,0.003333333,4.548066667,1.67E-05,0.08465,0.151466667,0.042016667,0.598916667,0.007533333,0.012533333,0.0006,0.000666667,1.67E-05,0.036266667,0.001,0.004066667,0.098566667,0.003333333,32.87,partly-cloudy-night,0.7,8.06,Partly Cloudy,25.25,1013.62,9.14,0.44,273,0,24.1,0,1
1138,0.003316667,4.478933333,0,0.1161,0.2116,0.042,0.598266667,0.00755,0.01255,0.0006,0.0007,0,0.036266667,0.001,0.00405,0.098333333,0.003316667,32.87,partly-cloudy-night,0.7,8.06,Partly Cloudy,25.25,1013.62,9.14,0.44,273,0,24.1,0,1
1139,0.003316667,5.224966667,1.67E-05,0.2186,0.64225,0.041583333,0.589766667,0.007516667,0.012616667,0.00065,0.000883333,3.33E-05,0.035916667,0.001,0.004016667,0.096866667,0.003316667,32.87,partly-cloudy-night,0.7,8.06,Partly Cloudy,25.25,1013.62,9.14,0.44,273,0,24.1,0,1
1140,0.003316667,5.35965,5.00E-05,0.48615,0.658983333,0.041833333,0.5938,0.007516667,0.012333333,0.000616667,0.00065,3.33E-05,0.035883333,0.001,0.00405,0.097033333,0.003316667,32.87,partly-cloudy-night,0.7,8.06,Partly Cloudy,25.25,1013.62,9.14,0.44,273,0,24.1,0,1
1141,0.00335,5.455966667,5.00E-05,0.4832,0.591983333,0.041883333,0.595816667,0.007633333,0.012316667,0.000616667,0.000583333,1.67E-05,0.035866667,0.001016667,0.00405,0.0972,0.00335,32.87,partly-cloudy-night,0.7,8.06,Partly Cloudy,25.25,1013.62,9.14,0.44,273,0,24.1,0,1
1142,0.003333333,4.070333333,0.000166667,0.485566667,0.255316667,0.042166667,0.603133333,0.007166667,0.01215,0.000566667,0.000416667,3.33E-05,0.036066667,0.001016667,0.004066667,0.09855,0.003333333,32.87,partly-cloudy-night,0.7,8.06,Partly Cloudy,25.25,1013.62,9.14,0.44,273,0,24.1,0,1
1143,0.0034,1.87485,0.00025,0.486633333,0.0775,0.042416667,0.61395,0.007233333,0.012183333,0.0005,0.000333333,1.67E-05,0.0364,0.001016667,0.004116667,0.099366667,0.0034,32.87,partly-cloudy-night,0.7,8.06,Partly Cloudy,25.25,1013.62,9.14,0.44,273,0,24.1,0,1
1144,0.003333333,3.425833333,0.000216667,0.4849,0.077066667,0.04235,0.607416667,0.007266667,0.012066667,0.000533333,0.000316667,1.67E-05,0.03615,0.001016667,0.004083333,0.098716667,0.003333333,32.87,partly-cloudy-night,0.7,8.06,Partly Cloudy,25.25,1013.62,9.14,0.44,273,0,24.1,0,1
1145,0.00335,3.834433333,0.000216667,0.443,0.07705,0.0423,0.605166667,0.007066667,0.0121,0.000533333,0.000316667,0,0.036083333,0.001016667,0.004083333,0.098483333,0.00335,32.87,partly-cloudy-night,0.7,8.06,Partly Cloudy,25.25,1013.62,9.14,0.44,273,0,24.1,0,1
1146,0.00335,3.135633333,0.000183333,0.385233333,0.077933333,0.042533333,0.0745,0.007116667,0.012233333,0.0006,0.000166667,0,0.036116667,0.001016667,0.004083333,0.09915,0.00335,32.87,partly-cloudy-night,0.7,8.06,Partly Cloudy,25.25,1013.62,9.14,0.44,273,0,24.1,0,1
1147,0.003333333,2.712016667,1.67E-05,0.020316667,0.07785,0.042616667,0.00515,0.00735,0.0128,0.000716667,1.67E-05,1.67E-05,0.036316667,0.001016667,0.004116667,0.099383333,0.003333333,32.87,partly-cloudy-night,0.7,8.06,Partly Cloudy,25.25,1013.62,9.14,0.44,273,0,24.1,0,1
1148,0.003333333,2.800916667,0,0.019983333,0.0774,0.0425,0.005116667,0.00735,0.012766667,0.000683333,1.67E-05,1.67E-05,0.141466667,0.00115,0.004066667,0.099683333,0.003333333,32.87,partly-cloudy-night,0.7,8.06,Partly Cloudy,25.25,1013.62,9.14,0.44,273,0,24.1,0,1
1149,0.003333333,2.744566667,0,0.019916667,0.077716667,0.042466667,0.005516667,0.007333333,0.012716667,0.0007,1.67E-05,0,0.0816,0.001083333,0.004083333,0.099266667,0.003333333,32.87,partly-cloudy-night,0.7,8.06,Partly Cloudy,25.25,1013.62,9.14,0.44,273,0,24.1,0,1
1150,0.003333333,2.82715,0,0.019916667,0.077833333,0.042433333,0.005133333,0.007366667,0.01275,0.000716667,0,1.67E-05,0.036283333,0.001,0.0041,0.099316667,0.003333333,32.87,partly-cloudy-night,0.7,8.06,Partly Cloudy,25.25,1013.62,9.14,0.44,273,0,24.1,0,1
1151,0.0033,3.2111,0,0.025883333,0.077533333,0.04235,0.1826,0.007316667,0.012666667,0.0003,0.000133333,1.67E-05,0.036183333,0.001016667,0.004083333,0.099366667,0.0033,32.87,partly-cloudy-night,0.7,8.06,Partly Cloudy,25.25,1013.62,9.14,0.44,273,0,24.1,0,1
1152,0.003333333,3.065516667,1.67E-05,0.111,0.077666667,0.042466667,0.123116667,0.007416667,0.012583333,0.000433333,5.00E-05,1.67E-05,0.0362,0.001016667,0.0041,0.099483333,0.003333333,32.87,partly-cloudy-night,0.7,8.06,Partly Cloudy,25.25,1013.62,9.14,0.44,273,0,24.1,0,1
1153,0.003333333,3.253233333,1.67E-05,0.111466667,0.105683333,0.04245,0.116583333,0.00745,0.01265,0.000466667,5.00E-05,1.67E-05,0.036166667,0.001033333,0.004083333,0.09965,0.003333333,32.87,partly-cloudy-night,0.7,8.06,Partly Cloudy,25.25,1013.62,9.14,0.44,273,0,24.1,0,1
1154,0.00335,3.1094,0,0.061483333,0.216433333,0.04235,0.114983333,0.007516667,0.0128,0.00045,0.000116667,1.67E-05,0.036216667,0.001,0.0041,0.0995,0.00335,32.87,partly-cloudy-night,0.7,8.06,Partly Cloudy,25.25,1013.62,9.14,0.44,273,0,24.1,0,1
1155,0.003316667,3.464083333,5.00E-05,0.121683333,0.476416667,0.042183333,0.112683333,0.007716667,0.0129,0.000433333,0.000266667,0,0.03615,0.001016667,0.004066667,0.0991,0.003316667,32.87,partly-cloudy-night,0.7,8.06,Partly Cloudy,25.25,1013.62,9.14,0.44,273,0,24.1,0,1
1156,0.003333333,3.976616667,1.67E-05,0.347216667,0.70395,0.042066667,0.111266667,0.007683333,0.012716667,0.0004,0.000216667,3.33E-05,0.0641,0.001016667,0.00405,0.098283333,0.003333333,32.87,partly-cloudy-night,0.7,8.06,Partly Cloudy,25.25,1013.62,9.14,0.44,273,0,24.1,0,1
1157,0.003283333,2.53895,5.00E-05,0.4869,0.639233333,0.0423,0.110416667,0.0074,0.01255,0.00055,0.00015,1.67E-05,0.1483,0.00115,0.004016667,0.099066667,0.003283333,32.87,partly-cloudy-night,0.7,8.06,Partly Cloudy,25.25,1013.62,9.14,0.44,273,0,24.1,0,1
1158,0.003283333,2.296383333,5.00E-05,0.441583333,0.592316667,0.0422,0.109433333,0.0075,0.012533333,0.000416667,8.33E-05,1.67E-05,0.036416667,0.00105,0.004066667,0.098716667,0.003283333,32.87,partly-cloudy-night,0.7,8.06,Partly Cloudy,25.25,1013.62,9.14,0.44,273,0,24.1,0,1
1159,0.003283333,1.682583333,0.000133333,0.3893,0.1742,0.042516667,0.107266667,0.007416667,0.012383333,0.000533333,5.00E-05,0,0.036583333,0.001016667,0.004083333,0.099683333,0.003283333,32.87,partly-cloudy-night,0.7,8.06,Partly Cloudy,25.25,1013.62,9.14,0.44,273,0,24.1,0,1
1160,0.0033,1.156483333,0,0.020666667,0.07815,0.0424,0.130066667,0.0075,0.0128,0.000516667,0.00015,1.67E-05,0.036783333,0.00105,0.004083333,0.099666667,0.0033,32.87,partly-cloudy-night,0.7,8.06,Partly Cloudy,25.25,1013.62,9.14,0.44,273,0,24.1,0,1
1161,0.0033,1.205783333,0,0.020066667,0.077816667,0.04245,0.101183333,0.0074,0.01285,0.00055,0.000116667,0,0.036616667,0.001066667,0.0041,0.099983333,0.0033,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1162,0.00325,2.680583333,0,0.019833333,0.078233333,0.042383333,0.098383333,0.007283333,0.012716667,0.000533333,8.33E-05,1.67E-05,0.03645,0.00105,0.004083333,0.099533333,0.00325,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1163,0.003233333,3.30245,0,0.057366667,0.07775,0.042316667,0.096116667,0.0074,0.012633333,0.000633333,0.000116667,1.67E-05,0.036816667,0.001066667,0.00405,0.099716667,0.003233333,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1164,0.003283333,3.1671,1.67E-05,0.084183333,0.077433333,0.042416667,0.104483333,0.007183333,0.012583333,0.000566667,0.000116667,0,0.03645,0.001033333,0.00405,0.099433333,0.003283333,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1165,0.003283333,3.189433333,1.67E-05,0.115216667,0.077633333,0.042433333,0.093066667,0.007166667,0.012566667,0.000616667,8.33E-05,1.67E-05,0.036483333,0.00105,0.00405,0.099316667,0.003283333,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1166,0.003233333,3.486016667,6.67E-05,0.213133333,0.0782,0.043866667,0.092366667,0.007,0.012383333,0.000633333,3.33E-05,0,0.130533333,0.001116667,0.004,0.09905,0.003233333,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1167,0.0033,3.5501,0.00025,0.494183333,0.077716667,0.083233333,0.13275,0.006933333,0.012033333,0.000516667,0.0002,1.67E-05,0.081666667,0.0011,0.004066667,0.09905,0.0033,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1168,0.003383333,1.344633333,0.000283333,0.492816667,0.076983333,0.099616667,0.090533333,0.006766667,0.012233333,0.000666667,0.000216667,0,0.036033333,0.00105,0.0041,0.099666667,0.003383333,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1169,0.00325,1.789683333,0.000216667,0.488,0.09835,0.109233333,0.089816667,0.006783333,0.012183333,0.000766667,0.000116667,0,0.03685,0.00105,0.004066667,0.099516667,0.00325,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1170,0.003283333,2.597016667,0.000216667,0.4456,0.186,0.112416667,0.101733333,0.006833333,0.012283333,0.00065,0.000116667,1.67E-05,0.036466667,0.001066667,0.004066667,0.09935,0.003283333,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1171,0.003266667,3.842166667,0.00015,0.388166667,0.312866667,0.112033333,0.115816667,0.00695,0.012366667,0.00055,1.67E-05,0,0.036316667,0.00105,0.00405,0.098983333,0.003266667,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1172,0.00325,3.972766667,0.0001,0.021783333,0.712366667,0.111033333,0.121383333,0.007416667,0.013216667,0.00045,0.000583333,3.33E-05,0.036316667,0.001033333,0.004033333,0.09885,0.00325,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1173,0.003233333,4.688466667,8.33E-05,0.02105,0.699216667,0.110933333,0.12345,0.007516667,0.0131,0.0005,0.000583333,1.67E-05,0.036366667,0.975333333,0.004033333,0.0982,0.003233333,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1174,0.003233333,3.457433333,5.00E-05,0.130166667,0.686433333,0.111166667,0.128016667,0.00795,0.013016667,0.000583333,0.0005,1.67E-05,0.036616667,1.47155,0.004066667,0.09865,0.003233333,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1175,0.003283333,2.052383333,1.67E-05,0.193833333,0.690233333,0.11145,0.144316667,0.0078,0.0131,0.00045,0.000416667,0,0.03635,0.001033333,0.004083333,0.099266667,0.003283333,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1176,0.0033,2.089033333,1.67E-05,0.25265,0.681583333,0.111566667,0.133533333,0.007633333,0.013016667,0.0005,0.000366667,3.33E-05,0.036383333,0.001033333,0.004083333,0.099233333,0.0033,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1177,0.003233333,2.27165,8.33E-05,0.492716667,0.58095,0.112116667,0.15085,0.007333333,0.012633333,0.00045,0.0001,1.67E-05,0.036233333,0.001066667,0.057016667,0.099116667,0.003233333,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1178,0.0011,4.889733333,0.000166667,0.62265,0.496683333,0.114233333,0.148183333,0.007316667,0.0122,3.33E-05,0.0006,0,0.033333333,0.001683333,1.72655,0.097866667,0.0011,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1179,0.003266667,3.753416667,0.000316667,0.6191,0.078766667,0.112983333,0.134933333,0.007033333,0.01195,0.00055,0.000233333,3.33E-05,0.036183333,0.001033333,0.00825,0.09875,0.003266667,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1180,0.0033,3.733016667,0.000316667,0.576666667,0.077433333,0.112983333,0.14725,0.006866667,0.012016667,0.000533333,0.000233333,0,0.03615,0.00105,0.004066667,0.098766667,0.0033,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1181,0.003266667,3.6525,0.00025,0.51705,0.077583333,0.112916667,0.134133333,0.0071,0.0121,0.00055,0.000183333,0,0.03615,0.00105,0.004066667,0.098716667,0.003266667,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1182,0.0023,3.938466667,1.67E-05,0.14915,0.0773,0.1133,0.133533333,0.00725,0.01255,0.0003,0.000183333,0,0.03495,0.001316667,0.74455,0.0987,0.0023,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1183,0.001933333,4.45645,3.33E-05,0.14775,0.076283333,0.11365,0.132916667,0.006933333,0.012483333,0.000233333,0.000283333,1.67E-05,0.051566667,0.00145,1.009933333,0.09835,0.001933333,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1184,0.003266667,2.037616667,1.67E-05,0.150716667,0.077483333,0.112833333,0.13285,0.007333333,0.012666667,0.000533333,3.33E-05,1.67E-05,0.159083333,0.001166667,0.00405,0.099183333,0.003266667,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1185,0.003266667,1.3779,3.33E-05,0.216083333,0.077683333,0.113016667,0.132383333,0.007383333,0.012633333,0.00055,1.67E-05,1.67E-05,0.036383333,0.00105,0.004133333,0.15845,0.003266667,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1186,0.003233333,1.6238,1.67E-05,0.145166667,0.07825,0.113166667,0.131983333,0.007233333,0.012666667,0.000533333,3.33E-05,1.67E-05,0.036133333,0.00105,0.00505,0.3259,0.003233333,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1187,0.00325,1.845166667,0.000233333,0.488733333,0.078183333,0.113816667,0.131616667,0.007066667,0.012233333,0.000516667,0.00025,1.67E-05,0.035916667,0.001016667,0.00415,0.331233333,0.00325,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1188,0.003266667,1.9456,0.000233333,0.490866667,0.10605,0.11375,0.131333333,0.0072,0.0122,0.0005,0.00025,0,0.035983333,0.00105,0.004133333,0.33565,0.003266667,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1189,0.00325,2.1204,0.000216667,0.489066667,0.2177,0.113533333,0.1551,0.007266667,0.012316667,0.000466667,0.00015,1.67E-05,0.035966667,0.001033333,0.004116667,0.3387,0.00325,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1190,0.00325,2.305066667,0.000133333,0.486033333,0.458333333,0.11325,0.131383333,0.0074,0.01245,0.000433333,6.67E-05,1.67E-05,0.035666667,0.001033333,0.004116667,0.34015,0.00325,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1191,0.00325,2.777966667,5.00E-05,0.481233333,0.701016667,0.1127,0.131233333,0.007566667,0.012616667,0.000416667,6.67E-05,1.67E-05,0.035733333,0.001,0.003983333,0.340866667,0.00325,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1192,0.003283333,2.68155,5.00E-05,0.44325,0.658083333,0.11285,0.20405,0.007433333,0.0126,0.000216667,8.33E-05,0,0.03525,0.00105,0.0039,0.3422,0.003283333,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1193,0.003266667,2.702116667,3.33E-05,0.309716667,0.5895,0.1127,0.279083333,0.007433333,0.01275,0.000116667,0.000266667,0,0.035616667,0.001033333,0.0039,0.342866667,0.003266667,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1194,0.0033,1.752866667,3.33E-05,0.02045,0.258066667,0.11315,0.165416667,0.00745,0.012983333,0.000316667,0.000133333,3.33E-05,0.0356,0.001066667,0.003916667,0.32875,0.0033,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1195,0.00325,1.594066667,0,0.02005,0.077183333,0.1137,0.0613,0.007416667,0.012816667,0.000616667,1.67E-05,1.67E-05,0.122466667,0.001166667,0.003883333,0.347966667,0.00325,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1196,0.003283333,1.509766667,0,0.019916667,0.077966667,0.113816667,0.00865,0.007433333,0.01275,0.000766667,3.33E-05,1.67E-05,0.08945,0.0011,0.0039,0.34815,0.003283333,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1197,0.0033,1.330316667,0,0.020133333,0.078133333,0.113916667,0.004983333,0.007416667,0.0129,0.000733333,8.33E-05,1.67E-05,0.035583333,0.001033333,0.0039,0.34785,0.0033,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1198,0.003266667,1.497316667,0,0.02015,0.077733333,0.1137,0.048566667,0.00725,0.012883333,0.000683333,0,1.67E-05,0.03595,0.00105,0.003916667,0.345566667,0.003266667,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1199,0.0033,1.264166667,0,0.020133333,0.0776,0.1142,0.005266667,0.007283333,0.012883333,0.0008,5.00E-05,0,0.03555,0.00105,0.004016667,0.3424,0.0033,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1200,0.00325,1.3943,0,0.020116667,0.0778,0.1138,0.005083333,0.007433333,0.012883333,0.0008,0,0,0.035866667,0.00105,0.003966667,0.34695,0.00325,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1201,0.003316667,1.25205,0,0.0201,0.0781,0.114016667,0.00505,0.007366667,0.012883333,0.00075,3.33E-05,0,0.035583333,0.001033333,0.004,0.345966667,0.003316667,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1202,0.003283333,1.338816667,1.67E-05,0.108666667,0.0783,0.11425,0.004983333,0.0075,0.012783333,0.000766667,5.00E-05,1.67E-05,0.035583333,0.001033333,0.004016667,0.346716667,0.003283333,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1203,0.003316667,1.338916667,1.67E-05,0.108183333,0.0776,0.114333333,0.00515,0.00765,0.012766667,0.000766667,6.67E-05,1.67E-05,0.035583333,0.001033333,0.004016667,0.345766667,0.003316667,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1204,0.003266667,1.259333333,1.67E-05,0.098533333,0.077766667,0.114283333,0.005233333,0.007416667,0.012766667,0.0008,5.00E-05,0,0.035716667,0.00105,0.00415,0.34475,0.003266667,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1205,0.003266667,1.6367,0.000266667,0.492483333,0.077466667,0.115116667,0.0047,0.0073,0.01225,0.00085,0.00035,1.67E-05,0.0357,0.001066667,0.00415,0.345833333,0.003266667,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1206,0.003283333,1.639533333,0.000233333,0.491166667,0.078416667,0.115,0.008383333,0.007333333,0.012266667,0.000816667,0.00035,0,0.035783333,0.001033333,0.004166667,0.342966667,0.003283333,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1207,0.003266667,1.588266667,0.000216667,0.4423,0.078466667,0.114866667,0.004733333,0.007266667,0.012316667,0.000816667,0.0003,1.67E-05,0.0357,0.001033333,0.00415,0.344133333,0.003266667,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1208,0.003266667,1.47105,0.00015,0.320983333,0.077983333,0.11475,0.005016667,0.007283333,0.012483333,0.0008,0.000216667,3.33E-05,0.035733333,0.001033333,0.00415,0.343783333,0.003266667,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1209,0.003366667,0.930366667,0,0.020433333,0.077633333,0.114766667,0.00525,0.00735,0.013,0.000683333,3.33E-05,0,0.0354,0.001016667,0.0042,0.34205,0.003366667,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,0
1210,0.003333333,0.930166667,1.67E-05,0.0204,0.077933333,0.114833333,0.005033333,0.007533333,0.013,0.000683333,5.00E-05,1.67E-05,0.035333333,0.001016667,0.004183333,0.343833333,0.003333333,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,0
1211,0.003366667,0.925666667,1.67E-05,0.020383333,0.0778,0.114883333,0.005016667,0.007433333,0.012966667,0.000716667,5.00E-05,0,0.03535,0.001,0.0042,0.339216667,0.003366667,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,0
1212,0.003333333,0.92785,0,0.02035,0.078466667,0.114933333,0.005016667,0.007116667,0.012966667,0.000666667,3.33E-05,1.67E-05,0.035316667,0.001,0.004183333,0.3417,0.003333333,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,0
1213,0.003316667,0.926383333,0,0.0203,0.077966667,0.1149,0.005216667,0.007066667,0.012933333,0.000683333,5.00E-05,1.67E-05,0.035233333,0.001016667,0.004183333,0.340733333,0.003316667,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,0
1214,0.003366667,0.92475,0,0.02025,0.078033333,0.114933333,0.005216667,0.007016667,0.012916667,0.000683333,5.00E-05,0,0.035216667,0.001,0.004183333,0.33965,0.003366667,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,0
1215,0.003333333,1.01955,3.33E-05,0.115266667,0.077733333,0.115116667,0.004933333,0.006966667,0.012783333,0.0007,0.0001,1.67E-05,0.0352,0.001016667,0.004183333,0.342183333,0.003333333,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1216,0.003333333,1.185133333,0.0001,0.285966667,0.078266667,0.115433333,0.0048,0.00695,0.012533333,0.0007,0.000233333,1.67E-05,0.0352,0.001016667,0.004166667,0.3425,0.003333333,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1217,0.00335,1.397716667,0.000266667,0.4956,0.078066667,0.11595,0.00465,0.00685,0.01225,0.00075,0.000416667,0,0.035133333,0.001016667,0.004166667,0.34265,0.00335,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1218,0.003333333,1.413716667,0.000283333,0.493416667,0.077366667,0.116116667,0.029833333,0.0068,0.0122,0.000716667,0.000383333,1.67E-05,0.034966667,0.001033333,0.004166667,0.339883333,0.003333333,32.17,clear-night,0.68,9.8,Clear,25.12,1013.78,7.89,0.13,278,0,22.79,0,1
1219,0.003316667,1.42035,0.00025,0.492316667,0.077366667,0.115883333,0.004833333,0.006883333,0.012216667,0.000733333,0.000416667,1.67E-05,0.07815,0.001083333,0.004133333,0.34155,0.003316667,31.43,clear-night,0.63,10,Clear,24.54,1013.9,7.4,0.19,275,0,20.21,0,1
1220,0.003333333,1.519333333,0.000233333,0.490883333,0.077366667,0.115966667,0.0499,0.006916667,0.012183333,0.000583333,0.0004,0,0.131416667,0.001166667,0.004133333,0.33735,0.003333333,31.43,clear-night,0.63,10,Clear,24.54,1013.9,7.4,0.19,275,0,20.21,0,1
1221,0.003316667,1.36915,0.000233333,0.456016667,0.077516667,0.11595,0.005816667,0.00725,0.012266667,0.000716667,0.000416667,3.33E-05,0.03495,0.001016667,0.00415,0.33625,0.003316667,31.43,clear-night,0.63,10,Clear,24.54,1013.9,7.4,0.19,275,0,20.21,0,1
1222,0.0032,1.7174,0.0002,0.434033333,0.078216667,0.115583333,0.00475,0.007216667,0.012233333,0.000866667,0.000283333,1.67E-05,0.035616667,0.00105,0.0041,0.339783333,0.0032,31.43,clear-night,0.63,10,Clear,24.54,1013.9,7.4,0.19,275,0,20.21,0,1
1223,0.003216667,1.235516667,0,0.040216667,0.108316667,0.11525,0.00505,0.007016667,0.0128,0.00075,0,3.33E-05,0.035433333,0.00105,0.004133333,0.33845,0.003216667,31.43,clear-night,0.63,10,Clear,24.54,1013.9,7.4,0.19,275,0,20.21,0,1
1224,0.003283333,1.2835,0,0.02025,0.165366667,0.115266667,0.0051,0.007016667,0.012883333,0.00075,1.67E-05,0,0.03545,0.001033333,0.004133333,0.33845,0.003283333,31.43,clear-night,0.63,10,Clear,24.54,1013.9,7.4,0.19,275,0,20.21,0,1
1225,0.003233333,1.961933333,0.000416667,0.661966667,0.21525,0.115783333,0.004666667,0.007166667,0.012,0.000816667,0.000466667,0,0.0353,0.00105,0.004116667,0.339183333,0.003233333,31.43,clear-night,0.63,10,Clear,24.54,1013.9,7.4,0.19,275,0,20.21,0,1
